"Ensembl Gene ID","Gene name","Chromosome","Start position","End position","N SNPs","N Param","Z-score","P-value","Bonferroni P-value","Bonferroni significant"
"ENSG00000168785","TSPAN5","4","99391518","99579780","242","31","-0.21906","0.5867","1.0","No"
"ENSG00000151247","EIF4E","4","99792835","99851788","96","8","1.2557","0.10461","1.0","No"
"ENSG00000198010","DLGAP2","8","1449532","1656642","237","27","-1.1718","0.87936","1.0","No"
"ENSG00000182372","CLN8","8","1703944","1734738","24","3","0.38177","0.35132","1.0","No"
"ENSG00000104728","ARHGEF10","8","1772142","1906807","228","53","-1.2175","0.8883","1.0","No"
"ENSG00000176595","KBTBD11","8","1922044","1955102","28","5","0.50603","0.30642","1.0","No"
"ENSG00000036448","MYOM2","8","1993155","2113475","313","46","-0.8638","0.80615","1.0","No"
"ENSG00000183117","CSMD1","8","2792875","4852494","5717","417","-0.00028938","0.50012","1.0","No"
"ENSG00000147316","MCPH1","8","6264113","6501144","624","63","0.90609","0.18244","1.0","No"
"ENSG00000091879","ANGPT2","8","6357172","6420930","213","26","-0.17734","0.57038","1.0","No"
"ENSG00000155189","AGPAT5","8","6565878","6617184","73","8","2.2509","0.012197","1.0","No"
"ENSG00000164825","DEFB1","8","6728097","6735544","34","4","-0.45144","0.67416","1.0","No"
"ENSG00000164822","DEFA6","8","6782215","6783598","3","1","0.53558","0.29613","1.0","No"
"ENSG00000164821","DEFA4","8","6793344","6795860","6","2","0.76762","0.22136","1.0","No"
"ENSG00000164816","DEFA5","8","6912831","6914256","2","1","0.19841","0.42136","1.0","No"
"ENSG00000215372","ZNF705G","8","7213039","7243080","1","1","1.3915e-16","0.5","1.0","No"
"ENSG00000182319","SGK223","8","8175258","8244008","72","12","0.91657","0.17968","1.0","No"
"ENSG00000253958","CLDN23","8","8559448","8561616","9","1","-0.32448","0.62721","1.0","No"
"ENSG00000147324","MFHAS1","8","8640864","8751155","171","17","-1.9507","0.97445","1.0","No"
"ENSG00000104643","MTMR9","8","11141925","11185646","80","6","-1.3762","0.91561","1.0","No"
"ENSG00000215346","AF131215.5","8","10983980","10987745","8","2","0.17712","0.42971","1.0","No"
"ENSG00000171044","XKR6","8","10753555","11058875","380","20","-0.71278","0.76201","1.0","No"
"ENSG00000254093","PINX1","8","10622473","10697394","266","13","-1.0005","0.84146","1.0","No"
"ENSG00000258724","SOX7","8","10582909","10697357","352","15","-0.83716","0.79875","1.0","No"
"ENSG00000171056","SOX7","8","10581278","10697357","355","16","-0.85102","0.80262","1.0","No"
"ENSG00000104714","ERICH1","8","564746","688106","167","17","0.27435","0.39191","1.0","No"
"ENSG00000171060","C8orf74","8","10530147","10558103","18","7","-0.75583","0.77513","1.0","No"
"ENSG00000184647","PRSS55","8","10383056","10411676","49","8","-0.58498","0.72072","1.0","No"
"ENSG00000175806","MSRA","8","9911778","10286401","704","47","0.44316","0.32882","1.0","No"
"ENSG00000173273","TNKS","8","9413424","9639856","204","10","-0.52777","0.70117","1.0","No"
"ENSG00000253426","RP11-10A14.4","8","9009252","9025646","7","1","1.7315","0.041685","1.0","No"
"ENSG00000173281","PPP1R3B","8","8993765","9009084","24","4","-0.63363","0.73684","1.0","No"
"ENSG00000104626","ERI1","8","8859657","8974256","195","20","1.0579","0.14506","1.0","No"
"ENSG00000183638","RP1L1","8","10463859","10569697","102","21","-1.1401","0.87287","1.0","No"
"ENSG00000177710","SLC35G5","8","11188397","11189717","5","1","0.69684","0.24295","1.0","No"
"ENSG00000180190","TDRP","8","439803","495781","90","10","0.053449","0.47869","1.0","No"
"ENSG00000172748","ZNF596","8","182137","197342","20","5","0.20156","0.42013","1.0","No"
"ENSG00000196584","XRCC2","7","152341864","152373250","67","10","-0.93169","0.82425","1.0","No"
"ENSG00000133627","ACTR3B","7","152456834","152552463","60","4","1.2666","0.10265","1.0","No"
"ENSG00000130226","DPP6","7","153584182","154685995","1289","158","1.3438","0.089513","1.0","No"
"ENSG00000214106","PAXIP1-AS2","7","154720208","154741618","21","2","1.1825","0.1185","1.0","No"
"ENSG00000157212","PAXIP1","7","154735397","154794794","59","4","1.5726","0.057905","1.0","No"
"ENSG00000220575","HTR5A-AS1","7","154858777","154863267","8","2","0.44713","0.32739","1.0","No"
"ENSG00000157219","HTR5A","7","154862034","154877459","29","4","1.0082","0.15667","1.0","No"
"ENSG00000217825","AC099552.4","7","154988273","154990165","9","2","-0.34173","0.63372","1.0","No"
"ENSG00000186480","INSIG1","7","155089486","155101945","9","2","-0.71332","0.76218","1.0","No"
"ENSG00000204960","BLACE","7","155149680","155160629","1","1","-0.67449","0.75","1.0","No"
"ENSG00000218672","AC008060.7","7","155174771","155189051","35","5","-0.10671","0.54249","1.0","No"
"ENSG00000164778","EN2","7","155250824","155257526","3","2","0.65616","0.25586","1.0","No"
"ENSG00000146910","CNPY1","7","155266901","155326557","62","20","-1.4209","0.92232","1.0","No"
"ENSG00000216895","AC009403.2","7","155403925","155437899","28","2","-0.36273","0.6416","1.0","No"
"ENSG00000184863","RBM33","7","155437145","155574179","236","7","-1.3787","0.91601","1.0","No"
"ENSG00000164690","SHH","7","155592680","155604967","3","2","-1.6173","0.94709","1.0","No"
"ENSG00000204876","AC021218.2","7","155755326","155759037","3","2","-1.6472","0.95024","1.0","No"
"ENSG00000106018","VIPR2","7","158820866","158937649","181","14","-0.34568","0.63521","1.0","No"
"ENSG00000126870","WDR60","7","158649269","158749438","177","10","2.0624","0.019587","1.0","No"
"ENSG00000117868","ESYT2","7","158523686","158622944","318","10","0.43556","0.33158","1.0","No"
"ENSG00000146918","NCAPG2","7","158424003","158497520","134","6","0.77278","0.21983","1.0","No"
"ENSG00000222012","AC005481.5","7","157406715","157411457","3","2","-0.88968","0.81318","1.0","No"
"ENSG00000155093","PTPRN2","7","157331750","158380480","1393","127","0.42324","0.33606","1.0","No"
"ENSG00000147364","FBXO25","8","356428","421225","90","11","0.37532","0.35371","1.0","No"
"ENSG00000236669","AC006372.1","7","157318477","157320019","3","2","-0.76869","0.77896","1.0","No"
"ENSG00000009335","UBE3C","7","156931607","157062066","279","10","2.6436","0.0041017","1.0","No"
"ENSG00000130675","MNX1","7","156786745","156803345","5","1","0.79411","0.21357","1.0","No"
"ENSG00000146909","NOM1","7","156742417","156765876","66","4","0.45611","0.32415","1.0","No"
"ENSG00000105983","LMBR1","7","156461646","156685924","499","21","1.0958","0.13659","1.0","No"
"ENSG00000105982","RNF32","7","156432975","156469824","45","4","0.87669","0.19033","1.0","No"
"ENSG00000244291","C7orf13","7","156431057","156433348","3","1","1.8136","0.034871","1.0","No"
"ENSG00000105993","DNAJB6","7","157128075","157210133","134","8","1.0799","0.14008","1.0","No"
"ENSG00000184608","C8orf12","8","11225911","11296167","145","12","-0.75621","0.77524","1.0","No"
"ENSG00000154319","FAM167A","8","11278972","11332224","92","14","-1.0852","0.86109","1.0","No"
"ENSG00000136573","BLK","8","11351510","11422113","147","18","-1.122","0.86907","1.0","No"
"ENSG00000147416","ATP6V1B2","8","20054878","20084330","24","6","1.2858","0.099259","1.0","No"
"ENSG00000061337","LZTS1","8","20103676","20161474","81","18","1.1481","0.12546","1.0","No"
"ENSG00000168546","GFRA2","8","21547915","21669869","64","19","0.55037","0.29103","1.0","No"
"ENSG00000147443","DOK2","8","21766384","21771371","2","1","1.0926","0.13728","1.0","No"
"ENSG00000130227","XPO7","8","21777180","21864096","111","5","0.68091","0.24796","1.0","No"
"ENSG00000158806","NPM2","8","21881636","21894408","5","2","2.7548","0.0029363","1.0","No"
"ENSG00000158815","FGF17","8","21899909","21906320","5","3","0.9729","0.1653","1.0","No"
"ENSG00000158856","DMTN","8","21906506","21940038","13","2","0.43129","0.33313","1.0","No"
"ENSG00000158863","FAM160B2","8","21946670","21962409","8","2","-0.37462","0.64603","1.0","No"
"ENSG00000173566","NUDT18","8","21964383","21966932","3","1","0.54878","0.29158","1.0","No"
"ENSG00000168453","HR","8","21971928","21990897","9","3","0.56642","0.28555","1.0","No"
"ENSG00000168476","REEP4","8","21995533","21999464","1","1","1.2265","0.11","1.0","No"
"ENSG00000168481","LGI3","8","22004338","22014597","2","1","-0.24393","0.59636","1.0","No"
"ENSG00000168484","SFTPC","8","22014426","22021992","5","2","-0.022538","0.50899","1.0","No"
"ENSG00000168487","BMP1","8","22022249","22069839","29","10","0.83287","0.20246","1.0","No"
"ENSG00000168490","PHYHIP","8","22077222","22089854","9","4","1.2388","0.10772","1.0","No"
"ENSG00000168495","POLR3D","8","22102617","22112113","5","2","0.96913","0.16624","1.0","No"
"ENSG00000173535","TNFRSF10C","8","22941868","22974950","49","7","-0.61054","0.72925","1.0","No"
"ENSG00000120889","TNFRSF10B","8","22877646","22926692","39","11","1.3625","0.086526","1.0","No"
"ENSG00000008853","RHOBTB2","8","22844930","22877712","19","5","0.34","0.36693","1.0","No"
"ENSG00000134020","PEBP4","8","22570769","22857513","319","55","-1.0134","0.84457","1.0","No"
"ENSG00000179388","EGR3","8","22545172","22550815","1","1","-0.4677","0.68","1.0","No"
"ENSG00000147439","BIN3","8","22477931","22526661","75","8","-1.088","0.86171","1.0","No"
"ENSG00000036565","SLC18A1","8","20002366","20040717","53","8","1.8456","0.032477","1.0","No"
"ENSG00000158941","CCAR2","8","22462145","22479027","43","4","-1.0995","0.86422","1.0","No"
"ENSG00000248235","AC037459.4","8","22446787","22459597","12","2","-0.50359","0.69273","1.0","No"
"ENSG00000120913","PDLIM2","8","22435792","22455538","13","4","0.17736","0.42961","1.0","No"
"ENSG00000120896","SORBS3","8","22402499","22433301","14","6","1.0211","0.15359","1.0","No"
"ENSG00000120910","PPP3CC","8","22298332","22398652","105","4","1.1254","0.13022","1.0","No"
"ENSG00000104635","SLC39A14","8","22224762","22291642","146","8","0.82493","0.2047","1.0","No"
"ENSG00000197181","PIWIL2","8","22132810","22215076","103","6","0.049055","0.48044","1.0","No"
"ENSG00000241852","C8orf58","8","22457114","22461663","2","1","-1.0821","0.86039","1.0","No"
"ENSG00000175445","LPL","8","19759228","19824769","128","12","1.2789","0.10047","1.0","No"
"ENSG00000104613","INTS10","8","19674651","19709594","22","5","-1.4971","0.93282","1.0","No"
"ENSG00000147408","CSGALNACT1","8","19261672","19615540","560","53","-0.41455","0.66076","1.0","No"
"ENSG00000185053","SGCZ","8","13947373","15095848","2027","124","0.49529","0.3102","1.0","No"
"ENSG00000164743","C8orf48","8","13424352","13425796","1","1","-1.5548","0.94","1.0","No"
"ENSG00000164741","DLC1","8","12940870","13373167","705","53","3.3347","0.00042692","1.0","No"
"ENSG00000250305","KIAA1456","8","12803151","12889012","293","22","-0.89025","0.81333","1.0","No"
"ENSG00000154359","LONRF1","8","12579403","12613582","59","6","-0.43089","0.66672","1.0","No"
"ENSG00000205882","DEFB134","8","11850692","11853821","5","1","-0.28857","0.61355","1.0","No"
"ENSG00000104723","TUSC3","8","15274724","15624158","479","41","0.65608","0.25589","1.0","No"
"ENSG00000205883","DEFB135","8","11839830","11842099","3","1","0.57137","0.28387","1.0","No"
"ENSG00000164733","CTSB","8","11700033","11726957","40","7","-0.37271","0.64532","1.0","No"
"ENSG00000255046","RP11-297N6.4","8","11655437","11660077","1","1","0.67449","0.25","1.0","No"
"ENSG00000079459","FDFT1","8","11653082","11696818","47","9","0.076466","0.46952","1.0","No"
"ENSG00000154328","NEIL2","8","11627148","11644855","56","10","1.9","0.028718","1.0","No"
"ENSG00000255394","C8orf49","8","11618896","11620309","4","2","-2.4867","0.99355","1.0","No"
"ENSG00000136574","GATA4","8","11534468","11617511","102","19","1.2978","0.097178","1.0","No"
"ENSG00000205884","DEFB136","8","11831446","11832108","2","1","1.3093","0.095213","1.0","No"
"ENSG00000055609","KMT2C","7","151832010","152133090","200","4","-0.38801","0.651","1.0","No"
"ENSG00000038945","MSR1","8","15965387","16424999","482","44","1.0387","0.14947","1.0","No"
"ENSG00000155970","MICU3","8","16884747","16980153","111","15","-0.69808","0.75744","1.0","No"
"ENSG00000104611","SH2D4A","8","19171128","19253729","86","14","0.36974","0.35579","1.0","No"
"ENSG00000156011","PSD3","8","18384811","18942240","1087","117","0.57218","0.2836","1.0","No"
"ENSG00000156006","NAT2","8","18248755","18258728","28","5","1.0176","0.15444","1.0","No"
"ENSG00000171428","NAT1","8","18027986","18081198","95","13","0.20215","0.4199","1.0","No"
"ENSG00000104763","ASAH1","8","17913934","17942494","65","8","1.0345","0.15045","1.0","No"
"ENSG00000078674","PCM1","8","17780349","17885478","177","13","1.1336","0.12849","1.0","No"
"ENSG00000078579","FGF20","8","16849678","16859690","19","6","0.017959","0.49284","1.0","No"
"ENSG00000104760","FGL1","8","17721889","17767874","120","8","0.75666","0.22463","1.0","No"
"ENSG00000104213","PDGFRL","8","17433942","17501580","163","28","1.7978","0.036105","1.0","No"
"ENSG00000003989","SLC7A2","8","17354597","17428082","140","28","1.0834","0.13932","1.0","No"
"ENSG00000003987","MTMR7","8","17155539","17271037","225","27","1.2774","0.10074","1.0","No"
"ENSG00000155975","VPS37A","8","17104080","17159936","64","10","1.1387","0.12742","1.0","No"
"ENSG00000198791","CNOT7","8","17086737","17104387","11","4","0.1327","0.44721","1.0","No"
"ENSG00000104219","ZDHHC2","8","17013538","17082308","78","15","0.31201","0.37752","1.0","No"
"ENSG00000129422","MTUS1","8","17501304","17658426","330","35","1.1244","0.13042","1.0","No"
"ENSG00000178234","GALNT11","7","151722759","151819425","70","2","-0.97723","0.83577","1.0","No"
"ENSG00000106648","GALNTL5","7","151653464","151717019","109","13","1.3294","0.091856","1.0","No"
"ENSG00000106617","PRKAG2","7","151253197","151574210","488","74","1.2983","0.0971","1.0","No"
"ENSG00000090266","NDUFB2","7","140390577","140422590","39","3","-1.832","0.96652","1.0","No"
"ENSG00000157764","BRAF","7","140419127","140624564","242","7","0.51716","0.30252","1.0","No"
"ENSG00000090263","MRPS33","7","140705854","140715028","15","3","0.0022981","0.49908","1.0","No"
"ENSG00000261115","TMEM178B","7","140774032","141180180","601","49","-0.72845","0.76683","1.0","No"
"ENSG00000006530","AGK","7","141250989","141355044","91","4","0.92331","0.17792","1.0","No"
"ENSG00000257093","KIAA1147","7","141356528","141401953","42","4","1.6986","0.0447","1.0","No"
"ENSG00000214102","WEE2","7","141408153","141431071","22","1","0.97829","0.16396","1.0","No"
"ENSG00000106028","SSBP1","7","141438121","141487722","102","2","0.28644","0.38727","1.0","No"
"ENSG00000127362","TAS2R3","7","141463897","141464997","2","1","0.29252","0.38494","1.0","No"
"ENSG00000127364","TAS2R4","7","141478242","141479235","3","1","-0.1777","0.57052","1.0","No"
"ENSG00000127366","TAS2R5","7","141490017","141491166","3","1","-0.29698","0.61676","1.0","No"
"ENSG00000165076","PRSS37","7","141536086","141541287","24","2","0.95795","0.16904","1.0","No"
"ENSG00000257335","MGAM","7","141607613","141806547","218","32","0.07273","0.47101","1.0","No"
"ENSG00000258227","CLEC5A","7","141627157","141646807","30","4","0.63666","0.26217","1.0","No"
"ENSG00000257138","TAS2R38","7","141672431","141673573","3","1","1.6193","0.052689","1.0","No"
"ENSG00000257743","RP11-1220K2.2","7","141811549","141922124","166","20","-1.0418","0.85124","1.0","No"
"ENSG00000258223","PRSS58","7","141951963","141957878","30","4","0.91026","0.18134","1.0","No"
"ENSG00000106144","CASP2","7","142985308","143004789","10","2","1.7466","0.040353","1.0","No"
"ENSG00000178826","TMEM139","7","142977050","142985141","1","1","1.4833","0.069","1.0","No"
"ENSG00000197448","GSTK1","7","142941186","142967947","4","2","2.0672","0.01936","1.0","No"
"ENSG00000221937","TAS2R40","7","142919130","142920162","1","1","0.38532","0.35","1.0","No"
"ENSG00000159763","PIP","7","142829170","142836839","13","3","2.2886","0.01105","1.0","No"
"ENSG00000225781","OR6V1","7","142749417","142750444","4","1","1.7078","0.043841","1.0","No"
"ENSG00000133597","ADCK2","7","140372953","140396061","27","3","-2.1992","0.98607","1.0","No"
"ENSG00000179468","OR9A2","7","142723245","142724282","1","1","-2.0537","0.98","1.0","No"
"ENSG00000165131","C7orf34","7","142636440","142637955","5","1","-0.66018","0.74543","1.0","No"
"ENSG00000127412","TRPV5","7","142605267","142630905","65","6","0.49729","0.30949","1.0","No"
"ENSG00000165125","TRPV6","7","142568956","142583507","44","2","0.53683","0.29569","1.0","No"
"ENSG00000106123","EPHB6","7","142552792","142568847","26","5","0.62598","0.26566","1.0","No"
"ENSG00000204983","PRSS1","7","142457319","142460923","4","1","1.3845","0.083106","1.0","No"
"ENSG00000270672","MTRNR2L6","7","142374104","142375550","6","1","-0.19069","0.57562","1.0","No"
"ENSG00000197993","KEL","7","142638201","142659768","36","5","0.19135","0.42413","1.0","No"
"ENSG00000146966","DENND2A","7","140218220","140373793","148","9","-0.36705","0.64321","1.0","No"
"ENSG00000133606","MKRN1","7","140152840","140179369","48","2","-0.8296","0.79662","1.0","No"
"ENSG00000146955","RAB19","7","140103843","140126050","9","4","-0.76124","0.77674","1.0","No"
"ENSG00000122779","TRIM24","7","138145079","138274738","93","6","0.82721","0.20406","1.0","No"
"ENSG00000122787","AKR1D1","7","137687070","137802732","113","11","0.21523","0.4148","1.0","No"
"ENSG00000182158","CREB3L2","7","137559725","137686813","164","25","0.7475","0.22738","1.0","No"
"ENSG00000157680","DGKI","7","137065783","137531838","662","39","-0.41197","0.65982","1.0","No"
"ENSG00000105894","PTN","7","136912088","137028611","161","25","0.81155","0.20853","1.0","No"
